"CT1","CT2","CT3","CT4"
0.192677952341211,0.778636628082199,0.00981052784662345,0.0188748917299669
0.00450884332062875,0.00447822317248536,0.196087039784162,0.794925893722724
0.165709317448965,0.00526153310900093,0.16534471399069,0.663684435451344
0.00453611676072328,0.00470056735409455,0.197960579096497,0.792802736788685
0.00458797839844078,0.00452396593801979,0.197470185357103,0.793417870306437
0.00449852425839494,0.00448368908175867,0.198397505381067,0.792620281278779
0.0069171635409228,0.00505220752500468,0.198805517214808,0.789225111719264
0.00761151821788709,0.0042734857007778,0.0077714961660345,0.980343499915301
0.192761604338062,0.778437939139916,0.0096191494870042,0.0191813070350183
0.192798208489131,0.779715191102845,0.0106293905568662,0.0168572098511581
0.192679850778397,0.780271075487385,0.0109616305554014,0.0160874431788166
0.191491907406396,0.780621623361942,0.0102585037582486,0.0176279654734135
0.164015835487157,0.66196923690182,0.013551509699841,0.160463417911181
0.190210972037601,0.781024987494801,0.00977743761571444,0.0189866028518836
0.190152968775176,0.780388199031636,0.0107770192131871,0.0186818129800011
0.00455156731756403,0.00449639583888394,0.195624241658929,0.795327795184623
0.193236792396134,0.778229494660022,0.0101030587567668,0.0184306541870779
0.00454611754546562,0.00448314106449224,0.19609766700184,0.794873074388202
0.0044625301616937,0.00453361591803254,0.196769649322981,0.794234204597293
0.00451256776792226,0.00463867774486295,0.197372892797799,0.793475861689416
0.00446455507809984,0.0045907323206687,0.197614403840362,0.79333030876087
0.00474736399489057,0.00469372385380558,0.198292222480989,0.792266689670315
0.00687709349662469,0.00501066241075576,0.200167709027473,0.787944535065147
0.00985175144034023,0.00486636791581136,0.0081202346455952,0.977161645998253
0.192265008896741,0.77874057133763,0.00994771071555579,0.0190467090500732
0.323362084301271,0.648332655461866,0.0100270771296926,0.0182781831071702
0.192157871106432,0.779561550057081,0.0101386989594684,0.0181418798770182
0.191183255801938,0.78000090643841,0.0102028438737148,0.0186129938859366
0.190739713939899,0.78023922283874,0.0103759871985017,0.0186450760228593
0.190590566996851,0.780541351090242,0.0103578622500377,0.0185102196628701
0.190207613664682,0.780246565989241,0.0100790173436711,0.0194668030024055
0.00452737643155537,0.00452160530432073,0.195868832977972,0.795082185286152
0.192414748561867,0.778566219800072,0.00987358483288702,0.0191454468051736
0.00447876178521599,0.00448485592960842,0.196095165767389,0.794941216517786
0.0044953653087489,0.0043913809827851,0.196601921553303,0.794511332155163
0.00450284159363242,0.00476880508421115,0.197506255013394,0.793222098308762
0.00470604506846882,0.0046459770673054,0.197890175449068,0.792757802415158
0.00570432194328454,0.00460445049097654,0.199236679361917,0.790454548203821
0.00673237042971161,0.00483590114441924,0.200940391286514,0.787491337139355
0.00929216900876335,0.00544420969083898,0.0080273298180105,0.977236291482387
0.192067441230722,0.779814224765097,0.0104927841087377,0.0176255498954434
0.191617423028304,0.77964319630306,0.0101303636295147,0.0186090170391209
0.191414976060746,0.780043070675146,0.01015058992255,0.0183913633415576
0.19079373734579,0.780184897815102,0.0103071600110437,0.0187142048280647
0.190507335938654,0.78162727064256,0.0103243608484667,0.0175410325703193
0.190083742697666,0.781423419852245,0.00974349935997531,0.0187493380901135
0.190454145212843,0.780397225586868,0.00984416207488035,0.0193044671254095
0.00452721595771474,0.00445678684795737,0.195754342963367,0.795261654230961
0.19109843922482,0.779929260279501,0.0107698168524403,0.0182024836432385
0.00449607833876698,0.00446094434593928,0.19595932550116,0.795083651814134
0.00452066790228441,0.00443075179843414,0.196392599566022,0.794655980733259
0.00454675195655647,0.00456535793819379,0.197178719766449,0.7937091703388
0.00447703149585154,0.00466355348700846,0.197543359712587,0.793316055304553
0.00627665742042065,0.00460841399393985,0.198696808794455,0.790418119791185
0.00707143912225117,0.00470713546698042,0.00744626103024664,0.980775164380522
0.00796020138138422,0.005078215497168,0.00799265981231866,0.978968923309129
0.191208276908592,0.78058785565247,0.0107459696272852,0.0174578978116523
0.190266504762702,0.780752138451084,0.00991640417854909,0.0190649526076657
0.190329924478651,0.780889526834016,0.0103958125314919,0.0183847361558416
0.190210514999739,0.781463798373078,0.0103611586026652,0.0179645280245171
0.189965660696858,0.781241358675595,0.0106321394853826,0.0181608411421645
0.189560646368411,0.781716654538185,0.011040874837054,0.0176818242563507
0.189882629532945,0.780360906508406,0.0108365063759441,0.0189199575827052
0.00447692128866865,0.00449598579118329,0.195501478900938,0.79552561401921
0.137861993157938,0.567162610322148,0.0141949474037687,0.280780449116145
0.00445349413328444,0.00449067337242529,0.197023638898931,0.794032193595359
0.00452647633739703,0.00441910408957564,0.196751652683838,0.794302766889189
0.0045337656352353,0.00446383120746767,0.196957370703171,0.794045032454126
0.00443764979172138,0.00447216339865017,0.197976147640191,0.793114039169437
0.00668001572235326,0.00452358582007404,0.198036559901429,0.790759838556144
0.00581348009666695,0.00432207158719796,0.00708393216619016,0.982780516149945
0.00836294386166704,0.0057795178696222,0.00784549096997817,0.978012047298732
0.189589948472911,0.781665934900979,0.0100964151593232,0.0186477014667871
0.188201745735976,0.78254227374001,0.0106371439112865,0.0186188366127279
0.188835424028682,0.782057014717542,0.0107444492807949,0.018363111972981
0.189292244612443,0.7815314071436,0.010564844295243,0.0186115039487141
0.189335398667716,0.781071543728387,0.0104724425902495,0.0191206150136474
0.18982862172243,0.781831665054589,0.0110967394539934,0.0172429737689869
0.188828161049229,0.781513164031595,0.0113092291507137,0.0183494457684616
0.0044660647167256,0.00449983990338629,0.195938739918314,0.795095355461574
0.188700335021727,0.782595077810297,0.0103386610454949,0.0183659261224812
0.16016946554898,0.00522290842765867,0.165627262537852,0.668980363485509
0.00450349889183299,0.00450364715684509,0.196633947883502,0.79435890606782
0.00449472999526547,0.00448581041300356,0.196816432091116,0.794203027500615
0.00449740353030979,0.00446616824142558,0.163461248143439,0.827575180084826
0.00546782492817458,0.00455714485163492,0.198021237439547,0.791953792780643
0.00492837008708112,0.00408919645048153,0.00693759365232287,0.984044839810114
0.006688689862221,0.00545402288882875,0.00781200232968482,0.980045284919265
0.186827199581632,0.78299531430179,0.010841332964224,0.0193361531523541
0.187346636778468,0.782399112709329,0.0110797194431376,0.0191745310690657
0.188332738953085,0.782500650973544,0.0114399986982218,0.0177266113751492
0.188819479324286,0.781350122336476,0.0106281901504283,0.0192022081888093
0.189367314774345,0.78112763047594,0.0107329616708478,0.0187720930788675
0.189271357804176,0.780854774634049,0.010505773608646,0.0193680939531298
0.188919802786799,0.7808370125262,0.010821210548423,0.0194219741385779
0.00447740464396633,0.00450089694995532,0.197461587328539,0.79356011107754
0.187069058877103,0.783540613715903,0.0110993916225538,0.0182909357844403
0.0044291173699331,0.00452640413352699,0.196903593364005,0.794140885132535
0.00446206219503938,0.00448395467894411,0.197029858749331,0.794024124376686
0.00455927895546126,0.0044576324570036,0.196522268179969,0.794460820407566
0.00450544081752513,0.00447021725515165,0.197069426978054,0.79395491494927
0.00499173701694803,0.00441043129912733,0.197863027468472,0.792734804215453
0.00509038810493809,0.00412842094587106,0.00665395456733653,0.984127236381854
0.00634338284865997,0.00521737193856998,0.00706087221986797,0.981378372992902
0.186175224255478,0.783807175146481,0.0111639808617247,0.0188536197363166
0.187521478915316,0.783706959495654,0.011665382702126,0.0171061788869034
0.187419385050989,0.782260551132138,0.010760400924154,0.0195596628927188
0.188040873052979,0.781951769248013,0.0109312496498297,0.0190761080491781
0.188770266950575,0.780916928076989,0.00993062881183606,0.0203821761605994
0.188963653551605,0.781324218732459,0.0112611541690077,0.0184509735469284
0.48484302199567,0.486675447663155,0.0101100305071104,0.0183714998340645
0.00446527226259408,0.00447401433201844,0.19750625560298,0.793554457802408
0.00507614197268796,0.194620131766048,0.787356784266378,0.0129469419948865
0.790199575355499,0.00520130123751111,0.0107320755900092,0.19386704781698
0.792793019516559,0.00491786866169349,0.0102355345665403,0.192053577255207
0.792904352337963,0.00527294795930869,0.0101939612240814,0.191628738478647
0.792124183044619,0.00507529192016489,0.0107907047073883,0.192009820327828
0.791992666151465,0.00497628498300107,0.0108253669061212,0.192205681959413
0.793351768013793,0.00487324909109416,0.0104318177392348,0.191343165155878
0.794488654367782,0.00479643379082386,0.010969783188552,0.189745128652842
0.00469228165631386,0.194246702221454,0.78822677860342,0.012834237518813
0.00429850819751364,0.194313730159438,0.788534526463468,0.012853235179581
0.004351657991362,0.193772274706219,0.78838293837952,0.0134931289228994
0.00427110039250271,0.194411470388,0.787807391583913,0.0135100376355847
0.00427242650894682,0.195154728110907,0.787797341949148,0.0127755034309979
0.0043548614074687,0.19575381485563,0.787494530616647,0.0123967931202549
0.00437583289958127,0.193408061926018,0.788516338930122,0.0136997662442792
0.791670918451508,0.0048575517935217,0.0106891990332735,0.192782330721697
0.00480958168851926,0.194996157659993,0.787405717562551,0.0127885430889376
0.786673980307962,0.00496074652300948,0.0107099251877456,0.197655347981283
0.788210904515068,0.00529437605523909,0.0110106026387415,0.195484116790951
0.792392112035935,0.00504348317267407,0.0106661800388402,0.191898224752551
0.79328813964928,0.00505421898966216,0.0104712476404235,0.191186393720634
0.793216721618802,0.00486713294497966,0.0102618554417906,0.191654289994428
0.793760086852435,0.00493737116659721,0.0109113948833909,0.190391147097577
0.796046809240182,0.0050793252437376,0.0109822245775019,0.187891640938578
0.00466273657355109,0.194384278339015,0.788019886681273,0.0129330984061612
0.00441704522483345,0.193979688736787,0.788603148479988,0.0130001175583914
0.00586559749502908,0.163919809148534,0.660965959609524,0.169248633746912
0.00435951660620118,0.194403188874046,0.788594478488653,0.0126428160310994
0.00420020111434429,0.195658411931534,0.787950556968062,0.0121908299860594
0.004398364936705,0.193358206752291,0.789341959885792,0.0129014684252119
0.00442880933768309,0.193882347634612,0.789000583127204,0.0126882599005001
0.786088211765159,0.0046125050608644,0.0108287343258441,0.198470548848133
0.00540696152985988,0.195109350098549,0.787154211910902,0.0123294764606898
0.787836263399736,0.00520968987577314,0.0103360443602368,0.196618002364254
0.788878783929025,0.00491585595393724,0.0104491464639625,0.195756213653075
0.823758961901485,0.00507710357995689,0.0106742406253718,0.160489693893186
0.660407189176214,0.00483527409300772,0.0104027712050217,0.324354765525757
0.794453884202247,0.00513471698037458,0.0102586389041426,0.190152759913235
0.795159385059516,0.00514906877951862,0.0107938393255789,0.188897706835386
0.796811635829448,0.00522559253058872,0.0105676756554999,0.187395095984463
0.00499753859898597,0.194562326038946,0.788606319372652,0.0118338159894162
0.00428345569078676,0.19444905113832,0.788818853945078,0.0124486392258154
0.0044030987737803,0.194336812962974,0.788641046442912,0.0126190418203339
0.00443992060791548,0.195239127854064,0.788597862316161,0.0117230892218593
0.00448120390162877,0.19374261988393,0.790081039300866,0.0116951369135756
0.00421127325661297,0.193783912474615,0.788983333396327,0.013021480872445
0.00424464488617675,0.193920375687623,0.788647171592259,0.0131878078339413
0.787147627116482,0.00501409288321426,0.0104942157230893,0.197344064277214
0.00575433616450556,0.194818415827836,0.787495537415366,0.0119317105922925
0.788631759188103,0.00502821805075263,0.0110175146808495,0.195322508080295
0.790024343778652,0.00497145143096871,0.0106859962847312,0.194318208505648
0.791330370034821,0.00520665222166747,0.0108822496462974,0.192580728097215
0.792837906247361,0.00521517407778977,0.0110973230775124,0.190849596597337
0.795393850986416,0.00493804091824216,0.0109678686870177,0.188700239408324
0.796685557234659,0.00519695253484947,0.0107700737769597,0.187347416453532
0.831119576810697,0.00486644687344987,0.0108085714271205,0.153205404888733
0.00510965271467163,0.194785693491996,0.788320234091696,0.0117844197016366
0.00462821916765429,0.194544505308929,0.788957055206647,0.011870220316769
0.00483148554498938,0.194711981496279,0.789426747593129,0.011029785365603
0.00439723659112589,0.194903078403395,0.789656107192661,0.0110435778128176
0.00429307769011402,0.194169126613065,0.789594051119984,0.0119437445768363
0.00435335912647669,0.194344027363609,0.789200208399386,0.0121024051105294
0.00437890112818654,0.194453760597913,0.789440732936641,0.0117266053372592
0.788395607813255,0.00509580732815846,0.0108902500222218,0.195618334836365
0.00511608715048914,0.196338585302607,0.787794989051083,0.0107503384958205
0.790439007901416,0.00488123984458084,0.0105501482905371,0.194129603963466
0.791379215349329,0.00520062585957874,0.0105795153091086,0.192840643481984
0.792853402582753,0.00506611068231554,0.0109661254454589,0.191114361289473
0.794943849310826,0.00506864042869431,0.0105878221090819,0.189399688151397
0.797333556003158,0.00506236981858144,0.0105162829634387,0.187087791214822
0.664466416358945,0.00494842132553727,0.0104986340569125,0.320086528258605
0.799565419487984,0.00517377100961637,0.0105520118527502,0.184708797649649
0.00491946215215098,0.195286659888321,0.787949587855121,0.0118442901044074
0.00493152732265298,0.194645698309537,0.788866804145143,0.0115559702226673
0.00458219702488246,0.19449315472203,0.788908136130441,0.0120165121226458
0.00426146035928193,0.194826950927424,0.789674534510647,0.0112370542026471
0.0043443403284879,0.194608574405786,0.789703555769797,0.0113435294959285
0.00431027250329482,0.194637019643873,0.78928521531248,0.0117674925403522
0.00426335108494645,0.194747734223548,0.78899903384379,0.0119898808477154
0.790272032945014,0.00502279167614953,0.0103347015561943,0.194370473822642
0.00495038418024541,0.195808798426936,0.787418867342824,0.011821950049995
0.791956563018707,0.00496167839152761,0.0110060755479503,0.192075683041815
0.793206059101191,0.00517614422485729,0.0106860758423741,0.190931720831578
0.794603410907836,0.00483551566735643,0.0108491113555258,0.189711962069281
0.795413811053564,0.00526812783621629,0.0108828123552013,0.188435248755018
0.795524419859636,0.005052590079457,0.0105524265894847,0.188870563471422
0.799420056473831,0.00514396473018412,0.0109535956095296,0.184482383186456
0.801328150674906,0.00497391851411054,0.0103694822545702,0.183328448556413
0.00504825077779425,0.19583182284688,0.788159617392827,0.0109603089824991
0.00495809117168681,0.195375906604429,0.788563600043007,0.0111024021808774
0.00449124926567103,0.194962253185392,0.789125163068305,0.0114213344806316
0.00426407081664301,0.195263683848355,0.789366191820523,0.0111060535144784
0.00394310286574615,0.194711389570144,0.789276372452864,0.0120691351112461
0.00425327087385089,0.194999790692959,0.789616374731246,0.0111305637019442
0.140780187364559,0.141835275613159,0.572393059586866,0.144991477435416
0.79192306171413,0.00510125284086531,0.0103391524509995,0.192636532994005
0.00495669335615896,0.196024939227851,0.787646856984174,0.011371510431816
0.793246069131776,0.00548782587125156,0.0111352717553798,0.190130833241593
0.793843173368789,0.00524531609300988,0.0112357869252677,0.189675723612933
0.795284838928631,0.00515073030792335,0.0108440848574517,0.188720345905994
0.79486227193539,0.00508095037397719,0.0111013155320472,0.188955462158585
0.797156695395184,0.00501137843243622,0.0106434120422748,0.187188514130105
0.801239159219647,0.00511187070237271,0.0104076362528609,0.183241333825119
0.802548122839933,0.00509178478241994,0.0103605105979242,0.181999581779723
0.00505450705796118,0.195249728299531,0.787684043351926,0.0120117212905816
0.00519438355977929,0.195401894451801,0.788128371340179,0.0112753506482415
0.00526454650861461,0.195396321113339,0.789132086603374,0.0102070457746721
0.00424603054856951,0.195249204851745,0.789673384683157,0.0108313799165292
0.00431185426906158,0.194665918035777,0.789485418803302,0.0115368088918593
0.00424167063902011,0.194412316632307,0.790049216071197,0.0112967966574763
0.00421293937726569,0.194064407121676,0.79048298500587,0.0112396684951886
0.793049402940725,0.00515934537986626,0.0106227286538479,0.19116852302556
0.00524721126026462,0.195970624004057,0.787188523731927,0.011593641003751
0.793957046959922,0.00515982554883652,0.0110099942474654,0.189873133243776
0.794909045581479,0.00520736419745125,0.0109076931390551,0.188975897082015
0.795373843329532,0.00521315786172308,0.0113798040552627,0.188033194753482
0.795501999036653,0.00500649679427944,0.0112040474768887,0.188287456692179
0.795884456256625,0.00505081814484341,0.0109305157853054,0.188134209813227
0.801213020076369,0.00535143855263588,0.0109625898241137,0.182472951546881
0.803036429175031,0.00548711551957104,0.0114798090369898,0.179996646268408
0.00561874155474941,0.19509076714707,0.787329044476228,0.0119614468219532
0.0054826278761863,0.1950995197371,0.787448395508678,0.0119694568780349
0.00525149097635891,0.195043400173479,0.788357313987066,0.0113477948630954
0.00439704885075487,0.194923206628819,0.789458000614833,0.0112217439055937
0.00428130163040968,0.194606267736354,0.789761458734273,0.0113509718989628
0.00416120475427624,0.194288845267692,0.789865346319429,0.0116846036586034
0.00410593806055391,0.194487136568044,0.789666251384634,0.0117406739867681
0.793436593116931,0.00542517094504687,0.0106310922860164,0.190507143652006
0.191723766088206,0.779821071738141,0.0102187057608881,0.0182364564127643
0.165392070868052,0.00522858235446778,0.164583850479196,0.664795496298285
0.00449575724425279,0.004501431111302,0.196676255545572,0.794326556098873
0.00441744298602066,0.00473142530697681,0.197644193959127,0.793206937747875
0.00460963135742395,0.00450823789271163,0.197473787495619,0.793408343254245
0.00447810957203551,0.0044765778204378,0.198214885259045,0.792830427348482
0.00650363462256863,0.00474153995017288,0.199368216517681,0.789386608909578
0.0075877054560452,0.00406392942479178,0.00752179829428352,0.980826566824879
0.192138607878577,0.77957396661826,0.0107369250949122,0.0175505004082511
0.192607769149108,0.779308101080709,0.0105341793104295,0.0175499504597536
0.191481138053983,0.780030835276116,0.0105373824411296,0.0179506442287718
0.191173329429385,0.780457929304731,0.0105218056840191,0.0178469355818648
0.190845933158886,0.780382260651393,0.0100256104618153,0.0187461957279055
0.190153312824253,0.781062975130821,0.0106686299153541,0.0181150821295715
0.190406099407183,0.780609688759572,0.00987054208184423,0.019113669751401
0.00453022678634966,0.0044577702120577,0.19559707334411,0.795414929657482
